No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝・ダ,距離,距離.1,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属.1,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単勝オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着順,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数.1,兄弟(収得3位),勝数.2,兄弟(収得4位),勝数.3,兄弟(収得5位),勝数.4,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント.1,馬コメント,馬コメント.1,予想コメント,予想コメント.1,結果コメント,結果コメント.1,KOL関係者コメント,KOL関係者コメント.1,KOL次走へのメモ,KOL次走へのメモ.1,レースコメント,レースコメント.1,騎手コメント,騎手コメント.1,調教師コメント,調教師コメント.1,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前走人気,前走着順,前着差,前確定着順,前入線順位,前異常コード,前騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ.1,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント.1,前走結果コメント,前走結果コメント.1,前走KOLコメント,前走KOLコメント.1,前走KOL次走メモ,前走KOL次走メモ.1,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧),開催
488,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,2,2,,,,,, シュヴァリエローズ,シュヴァリエローズ,,牡,8,牡,8,北村友一, 57 ,0.0,,(栗),清水久詞,栗東,,1,,,,,,,,,,,,,,,,,,,,7.0,22.9,3.5,7.0,3.6,5.6,4.8,138.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,27980,9700,37.0,37.0,5,5,2,25,5,5,2,24,5,5,2,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,,,キャロットファーム,,ノーザンファーム,,安平町,ディープインパクト,ロイヤルチャージャー系,ヴィアンローズ,Sevres Rose,ニアークティック系,Alzao,ニアークティック系,Kaldoun,ナスルーラ系,鹿毛,2018,504,1986年10月 3日(39歳),1972年 7月 4日(53歳),ローズミラクル,4.0,ローズノーブル,4.0,アーズローヴァー,3.0,アジュールローズ,3.0,マイレッドスター,3.0,薔薇の騎士（仏）。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,8.0,14.0,10着,0.9,10.0,10.0,0.0,北村友一,, 58 ,-1.0,464,,251228 5中8 11R,中山,別場,,,,,,,,,,,,芝,2500.0,500.0,芝,芝,,,,良,Ｇ１,16.0,-6.0,12.0,11.0,11.0,12.0,後,後方,6.0,,,,,,,,,,,09261A1102,202603220901101102,2018104942,0,17,179,B,14,2,N01,1,0,0,2,1102,1110,486800,2.0251228060508112e+17,0625581108,1阪1
489,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,3,3,,,,,, ファミリータイム,ファミリータイム,,牡,5,牡,5,松山弘平, 57 ,0.0,,(栗),石坂公一,栗東,,1,,,,,,,,,,,,,,,,,,,,5.0,9.1,8.7,6.0,2.3,3.5,8.3,95.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8930,3650,15.0,15.0,4,5,1,5,4,5,1,5,4,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,東豊物産,,笠松牧場,,浦河町,リアルスティール,ロイヤルチャージャー系,プリオバーン,Galileo,ニアークティック系,Storm Cat,ニアークティック系,Lomond,ニアークティック系,鹿毛,2021,307,1990年 3月 1日(36歳),1982年12月13日(43歳),プルンクザール,2.0,プラニスフェリオ,2.0,プレイテシア,3.0,ミッレミリア,2.0,,,家族との時間,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.0,7.0,11.0,２着,0.0,2.0,2.0,0.0,松山弘平,, 55 ,2.0,480,2.0,260118 1京7 11R,京都,別場,,,,,,,,,,,,芝,2400.0,600.0,芝,芝,,,,良,Ｇ２,13.0,-3.0,1.0,1.0,1.0,1.0,逃,逃げ,9.0,,,,,,,,,,,09261A1103,202603220901101103,2021100651,0,17,179,B,14,2,N01,1,0,0,2,1126,1166,965800,2.026011808010711e+17,0826171107,1阪1
490,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,4,4,,,,,, アクアヴァーナル,アクアヴァーナル,,牝,5,牝,5,坂井瑠星, 55 ,0.0,,(栗),四位洋文,栗東,,1,,,,,,,,,,,,,,,,,,,,6.0,10.3,7.7,5.0,2.1,3.1,9.6,124.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8507,2700,16.0,16.0,4,6,0,6,4,6,0,6,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,吉田勝己,,ノーザンファーム,,安平町,エピファネイア,ロイヤルチャージャー系,エイプリルミスト,ディープインパクト,ロイヤルチャージャー系,スペシャルウィーク,ロイヤルチャージャー系,Tapit,ナスルーラ系,芦毛,2021,129,1997年 5月31日(28歳),1972年11月30日(53歳),,,,,,,,,,,水滴＋春の、若々しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,5.0,1.0,１着,-0.2,1.0,1.0,0.0,坂井瑠星,, 52 ,3.0,472,2.0,260105 1京2 11R,京都,別場,,,,,,,,,,,,芝,3000.0,0.0,芝,芝,,,,良,ｵｰﾌﾟﾝ,9.0,1.0,2.0,2.0,2.0,2.0,先,先行,1.0,,,,,,,,,,,09261A1104,202603220901101104,2021105433,0,17,179,B,14,2,N01,2,0,0,2,1163,1184,790005,2.0260105080102112e+17,0826121105,1阪1
491,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,5,5,,,,,, ダノンシーマ,ダノンシーマ,,牡,4,牡,4,川田将雅, 56 ,-1.0,,(栗),中内田充,栗東,,1,,,,,,,,,,,,,,,,,,,,2.0,3.7,21.3,2.0,1.3,1.9,18.5,86.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8860,3800,8.0,8.0,5,1,2,0,5,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ダノックス,,ノーザンファーム,,安平町,キタサンブラック,ロイヤルチャージャー系,インクルードベティ,Include,その他のエクリプス系,サクラバクシンオー,ナスルーラ系,Eltish,ロイヤルチャージャー系,黒鹿,2022,130,1985年10月15日(40歳),1978年12月18日(47歳),ワイルドベティ,2.0,,,,,,,,,冠名＋頂点（西）,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.0,4.0,2.0,１着,-0.1,1.0,1.0,0.0,川田将雅,, 56 ,0.0,494,0.0,260131 1東1 11R,東京,別場,,,,,,,,,,,,芝,2000.0,1000.0,芝,芝,,,,良,OP(L),10.0,0.0,,5.0,5.0,5.0,中,差し,1.0,,,,,,,,,,,09261A1105,202603220901101105,2022104645,0,17,179,B,14,2,N01,1,0,0,2,1088,1137,619800,2.026013105010111e+17,0526111104,1阪1
492,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,6,6,,,,,, レッドバンデ,レッドバンデ,,牡,4,牡,4,佐々木大, 56 ,-1.0,,(美),大竹正博,美浦,,1,,,,,,,,,,,,,,,,,,,,3.0,4.2,18.8,3.0,1.3,1.9,18.5,98.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,7739,1500,8.0,8.0,3,0,2,3,3,0,2,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,東京ホースレーシング,,社台ファーム,,千歳市,キズナ,ロイヤルチャージャー系,フィオドラ,Lord of England,ナスルーラ系,Storm Cat,ニアークティック系,Greinton,ニアークティック系,鹿毛,2022,314,2003年11月24日(22歳),1969年12月30日(56歳),フェステスバント,3.0,リメンバーメモリー,2.0,ウェストファリア,1.0,,,,,冠名＋絆（独）。父名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.0,7.0,1.0,１着,-0.2,1.0,1.0,0.0,佐々木大,, 57 ,-1.0,492,-2.0,260214 1東5  9R,東京,別場,,,,,,,,,,,,芝,2400.0,600.0,芝,芝,,,,良,2勝,8.0,2.0,4.0,4.0,4.0,4.0,先,先行,1.0,,,,,,,,,,,09261A1106,202603220901101106,2022105466,0,17,179,B,14,2,N01,1,0,0,1,1197,1102,180800,2.026021405010509e+17,0526150907,1阪1
493,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,7,7,,,,,, マイネルエンペラー,マイネルエンペラー,,牡,6,牡,6,丹内祐次, 58 ,1.0,,(栗),清水久詞,栗東,,1,,,,,,,,,,,,,,,,,,,,4.0,7.0,11.3,4.0,1.9,2.8,10.9,96.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,20050,5750,23.0,23.0,5,5,2,11,5,5,2,11,5,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,,サラブレッドクラブ・ラフィアン,,ビッグレッドファーム,,新冠町,ゴールドシップ,ロイヤルチャージャー系,マイネテレジア,ロージズインメイ,ロイヤルチャージャー系,メジロマックイーン,トゥルビヨン系,ブライアンズタイム,ロイヤルチャージャー系,黒鹿,2020,313,1985年11月 5日(40歳),1972年 7月 4日(53歳),マイネルファンロン,5.0,ユーバーレーベン,2.0,マイネルトルファン,3.0,マイネルクラフト,3.0,バトーブラン,1.0,冠名＋皇帝,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3.0,3.0,5.0,11着,1.3,11.0,11.0,0.0,戸崎圭太,替, 58 ,0.0,494,4.0,260125 1中9 11R,中山,別場,,,,,,,,,,,,芝,2200.0,800.0,芝,芝,,,,良,Ｇ２,16.0,-6.0,15.0,15.0,14.0,13.0,後,後方,8.0,,,,,,,,,,,09261A1107,202603220901101107,2020105786,0,17,179,B,14,2,N01,1,0,0,2,1091,1110,546800,2.026012506010911e+17,0626191103,1阪1
494,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,7,8,,,,,, メイショウブレゲ,メイショウブレゲ,,牡,7,牡,7,酒井学, 57 ,0.0,,(栗),本田優,栗東,,1,,,,,,,,,,,,,,,,,,,,9.0,108.5,0.7,9.0,11.6,18.2,1.3,182.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,10175,2700,39.0,39.0,4,4,2,29,4,4,2,29,4,4,2,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,松本好隆,,三嶋牧場,,浦河町,ゴールドシップ,ロイヤルチャージャー系,メイショウスイヅキ,パイロ,ナスルーラ系,メジロマックイーン,トゥルビヨン系,ダンスインザダーク,ロイヤルチャージャー系,栗毛,2019,430,1980年 2月 4日(46歳),1959年 1月 4日(67歳),エッセレンチ,3.0,,,,,,,,,冠名＋人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.0,7.0,12.0,11着,1.6,11.0,11.0,0.0,太宰啓介,替, 57 ,0.0,482,12.0,260215 2京6 11R,京都,別場,,,,,,,,,,,,芝,2200.0,800.0,芝,芝,,,,良,Ｇ２,12.0,-2.0,12.0,12.0,11.0,11.0,後,後方,9.0,,,,,,,,,,,09261A1108,202603220901101108,2019104091,0,17,179,B,14,2,N01,1,0,0,2,1034,1099,911008,2.0260215080206112e+17,0826261107,1阪1
495,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,8,9,,,,,, サンライズソレイユ,サンライズソレイユ,,牡,5,牡,5,岩田望来, 57 ,0.0,,(栗),矢作芳人,栗東,,1,,,,,,,,,,,,,,,,,,,,8.0,33.3,2.4,8.0,4.7,7.4,3.5,148.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8270,2400,18.0,18.0,4,3,1,10,4,3,1,10,2,2,1,6,2,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,ライフハウス,,社台ファーム,,千歳市,キズナ,ロイヤルチャージャー系,ソラリア,Scat Daddy,ニアークティック系,Storm Cat,ニアークティック系,Seeker's Reward,ネイティヴダンサー系,黒鹿,2021,505,2000年 5月31日(25歳),1961年 3月20日(65歳),カレンブーケドール,2.0,フォーカルフラワー,1.0,エバーマノ,1.0,,,,,冠名＋太陽（仏）,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.0,1.0,10.0,９着,0.6,9.0,9.0,0.0,坂井瑠星,替, 57 ,0.0,522,0.0,251005 3京2 11R,京都,別場,,,,,,,,,,,,芝,2400.0,600.0,芝,芝,,,,稍重,Ｇ２,18.0,-8.0,4.0,3.0,3.0,3.0,先,先行,12.0,,,,,,,,,,,09261A1109,202603220901101109,2021105104,0,17,179,B,14,2,N01,1,0,0,2,1174,1075,399803,2.025100508030211e+17,0825321101,1阪1
496,260322,2026.3.22,阪11,阪神,10,11,阪神大賞G2,15:45,Ｇ２,４歳以上,芝,3000,3000,,A,,,,10,10,18,,,,8,10,,,,,, ダンディズム,ダンディズム,,セ,10,セ,10,松本大輝, 57 ,0.0,,(栗),野中賢二,栗東,,1,,,,,,,,,,,,,,,,,,,,10.0,132.7,0.6,10.0,15.0,23.4,1.0,171.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,18112,4550,47.0,47.0,5,9,5,28,5,9,5,28,5,9,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,カナヤマホールディングス,,三嶋牧場,,浦河町,マンハッタンカフェ,ロイヤルチャージャー系,ビューティーコンテスト,Singspiel,ニアークティック系,Law Society,セントサイモン系,Last Tycoon,ニアークティック系,黒鹿,2016,423,2002年10月11日(23歳),1965年 9月29日(60歳),ムーンクレスト,7.0,フォルテ,3.0,ダノンマッキンレー,3.0,ジャニアリシックス,2.0,ウイングルイーズ,3.0,伊達,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,6.0,8.0,５着,1.1,5.0,5.0,0.0,富田暁,替, 55 ,2.0,480,0.0,260105 1京2 11R,京都,別場,,,,,,,,,,,,芝,3000.0,0.0,芝,芝,,,,良,ｵｰﾌﾟﾝ,9.0,1.0,7.0,7.0,6.0,5.0,中,中団,4.0,,,,,,,,,,,09261A1110,202603220901101110,2016102175,0,17,179,B,14,2,N01,3,0,0,2,1191,1098,45803,2.0260105080102112e+17,0826121106,1阪1
497,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,1,1,,,,,, モズケイスター,モズケイスター,,牡,4,牡,4,坂井瑠星, 58 ,1.0,,(栗),高柳大輔,栗東,,2,,,,,,,,,,,,,,,,,,,,6.0,7.4,10.7,2.0,1.7,2.2,14.7,137.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,2922,400,13.0,13.0,1,7,2,3,1,7,2,3,0,0,0,0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,,,,北側雅司,,目黒牧場,,日高町,モズアスコット,ニアークティック系,モズレディーモー,Uncle Mo,ナスルーラ系,Hennessy,ニアークティック系,Bernardini,ナスルーラ系,栗毛,2022,501,1997年 5月31日(28歳),1977年 6月 7日(48歳),,,,,,,,,,,冠名＋Ｋ＋星,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,16.0,1.0,２着,0.2,2.0,2.0,0.0,高杉吏麒,替, 57 ,1.0,476,4.0,260117 1京6  7R,京都,別場,,,,,,,,,,,,ダ,1400.0,0.0,ダ,ダ,,,,良,1勝,16.0,-3.0,,,6.0,6.0,中,差し,1.0,,,,,,,,,,,09261A1201,202603220901101201,2022102127,1,24,43, ,14,4,A03,1,0,0,2,1163,1159,936034,2.026011708010607e+17,0826160716,1阪1
498,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,2,2,,,,,, ダイシンリンク,ダイシンリンク,,牡,4,牡,4,武豊, 58 ,1.0,,(栗),森秀行,栗東,,1,,,,,,,,,,,,,,,,,,,,5.0,7.3,10.9,6.0,2.5,3.2,9.1,83.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3627,900,19.0,19.0,2,2,1,14,2,2,1,14,0,0,0,0,2,2,1,14,0,0,0,0,0,0,0,0,0,0,,,,大八木秀子,,ハシモトフアーム,,新冠町,モーニン,ニアークティック系,スルーレート,フレンチデピュティ,ニアークティック系,Distorted Humor,ネイティヴダンサー系,Seattle Slew,ナスルーラ系,栗毛,2022,325,1969年 3月15日(57歳),1959年 3月12日(67歳),ハイアーレート,3.0,メジャーレート,2.0,ビットレート,2.0,ビレッジスター,1.0,ヘキルリ,1.0,冠名＋繋がり、鎖,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.0,3.0,5.0,４着,0.4,4.0,4.0,0.0,松若風馬,替, 58 ,0.0,464,-2.0,260222 1阪2 12R,阪神,同場,,,,,,,,,,,,ダ,1400.0,0.0,ダ,ダ,,,,良,2勝,16.0,-3.0,,,8.0,6.0,中,差し,2.0,,,,,,,,,,,09261A1202,202603220901101202,2022106699,1,24,43, ,14,4,A03,1,0,0,2,666,427,255031,2.026022209010212e+17,0926121203,1阪1
499,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,3,3,B,,,,, アオイミモザ,アオイミモザ,,セ,5,セ,5,鮫島克駿, 58 ,1.0,,(栗),佐藤悠太,栗東,,1,,,,,,,,,,,,,,,,,,,,2.0,5.8,13.7,1.0,1.7,2.1,15.7,114.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1823,900,13.0,13.0,2,1,0,10,2,1,0,10,0,0,0,5,2,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,ザ・チャンピオンズ,,中村雅明,,浦河町,ドレフォン,ニアークティック系,アオイサンシャイン,ダイワメジャー,ロイヤルチャージャー系,Ghostzapper,ニアークティック系,メジロマックイーン,トゥルビヨン系,鹿毛,2021,502,1996年10月18日(29歳),1988年 5月 3日(37歳),,,,,,,,,,,冠名＋ミモザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3.0,5.0,7.0,６着,0.6,6.0,6.0,0.0,永島まな,替,56◇,2.0,504,0.0,260124 1京8 12R,京都,別場,,,,,,,,,,,,芝,1400.0,0.0,芝,ダ,,,,良,2勝,11.0,2.0,,,1.0,1.0,逃,逃げ,8.0,,,,,,,,,,,09261A1203,202603220901101203,2021100873,1,24,43, ,14,4,A03,3,0,0,2,1157,1205,21700,2.026012408010812e+17,0826181205,1阪1
500,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,4,4,,,,,, ワンダーカモン,ワンダーカモン,,牡,5,牡,5,川又賢治, 58 ,1.0,,(栗),吉村圭司,栗東,,1,,,,,,,,,,,,,,,,,,,,11.0,51.4,1.6,11.0,7.5,10.1,2.5,159.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3063,900,17.0,17.0,2,3,1,11,2,3,1,11,0,1,0,1,2,2,1,10,0,0,0,0,0,0,0,0,0,0,,,,山本能成,,高昭牧場,,浦河町,ワールドエース,ロイヤルチャージャー系,ホッコータピタン,サウスヴィグラス,ネイティヴダンサー系,Acatenango,その他のエクリプス系,Tapit,ナスルーラ系,黒鹿,2021,331,1997年11月19日(28歳),1972年 5月31日(53歳),,,,,,,,,,,冠名＋きて,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.0,5.0,10.0,８着,0.9,8.0,8.0,0.0,川又賢治,, 58 ,0.0,480,6.0,260125 1小2 10R,小倉,別場,,,,,,,,,,,,ダ,1700.0,-300.0,ダ,ダ,,,,良,2勝,16.0,-3.0,11.0,11.0,9.0,8.0,中,中団,9.0,,,,,,,,,,,09261A1204,202603220901101204,2021100739,1,24,43, ,14,4,A03,1,0,0,2,1166,1130,184033,2.02601251001021e+17,1026121005,1阪1
501,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,4,5,,,,,, バイファーザベスト,バイファーザベスト,,牡,7,牡,7,佐々木大, 58 ,1.0,,(栗),清水久詞,栗東,,1,,,,,,,,,,,,,,,,,,,消,,,,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,消,,,,,,,,,,800,730,17.0,17.0,4,1,0,12,1,0,0,9,0,0,0,1,1,0,0,8,0,0,0,0,3,1,0,3,0,0,,,(地),白日光,,下河辺トレーニングセンター,,新ひだか町,キタサンブラック,ロイヤルチャージャー系,キープレイヤー,メイショウボーラー,ロイヤルチャージャー系,サクラバクシンオー,ナスルーラ系,シンボリクリスエス,ロイヤルチャージャー系,鹿毛,2019,319,2003年11月24日(22歳),1972年 7月 4日(53歳),クレッシェンド,3.0,,,,,,,,,断然最高。圧倒的Ｎｏ．１,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,13.0,14.0,14着,1.5,14.0,14.0,0.0,吉村誠之,替, 58 ,0.0,542,12.0,260111 1京4  8R,京都,別場,,,,,,,,,,,,ダ,1400.0,0.0,ダ,ダ,,,,良,2勝,16.0,-3.0,,,10.0,12.0,後,後方,10.0,,,,,,,,,,,09261A1205,202603220901101205,2019109106,1,24,43, ,14,4,A03,1,5,0,2,1197,1110,115031,2.026011108010408e+17,0826140813,1阪1
502,260322,2026.3.22,阪12,阪神,10,12,２勝ｸﾗｽ,16:25,2勝,４歳以上,ダ,1400,1400,,,,,,13,13,16,,,,5,6,,,,,, メモリーグラス,メモリーグラス,,牡,6,牡,6,酒井学, 58 ,1.0,,(美),松永康利,美浦,,1,,,,,,,,,,,,,,,,,,,,10.0,43.8,1.8,10.0,6.8,9.2,2.8,150.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,5197,900,39.0,39.0,2,7,3,27,2,7,3,27,0,0,0,1,2,7,3,26,0,0,0,0,0,0,0,0,0,0,,,,田頭勇貴,,浜本牧場,,日高町,イスラボニータ,ロイヤルチャージャー系,ラベンダーメモリー,ナカヤマフェスタ,ロイヤルチャージャー系,Cozzene,ナスルーラ系,マヤノトップガン,ロイヤルチャージャー系,黒鹿,2020,425,1980年 2月 4日(46歳),1965年 2月15日(61歳),,,,,,,,,,,想いでのグラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.0,16.0,12.0,15着,1.9,15.0,15.0,0.0,永島まな,替,56◇,2.0,490,-2.0,260222 1阪2 12R,阪神,同場,,,,,,,,,,,,ダ,1400.0,0.0,ダ,ダ,,,,良,2勝,16.0,-3.0,,,12.0,10.0,中,中団,14.0,,,,,,,,,,,09261A1206,202603220901101206,2020107095,1,24,43, ,14,4,A03,1,0,0,1,1034,1093,855030,2.026022209010212e+17,0926121216,1阪1
